Month,Average USD/CHF=,Min USD/CHF=,Max USD/CHF=,Nb of working days
12/1972,3.7691550000000005,3.753368,3.777161,21
11/1972,3.7955629999999996,3.7759660000000004,3.803601,22
10/1972,3.7964230000000003,3.783672,3.8068410000000004,22
9/1972,3.785594,3.7770129999999997,3.79981,21
8/1972,3.7800160000000003,3.770373,3.790378,23
7/1972,3.763933,3.750208,3.788299,21
6/1972,3.803347,3.725664,3.843429,22
5/1972,3.859583,3.843092,3.8685620000000003,23
4/1972,3.8562480000000003,3.835028,3.877318,20
3/1972,3.849696,3.815375,3.8724,23
2/1972,3.8592239999999998,3.8428,3.874426,21
1/1972,3.891654,3.864417,3.9222650000000003,21
12/1971,3.903175,3.871544,3.953611,23
11/1971,3.9814830000000003,3.9508120000000004,3.9968879999999998,22
10/1971,3.975483,3.958557,3.9953260000000004,21
9/1971,3.9822059999999997,3.952699,4.00965,22
8/1971,4.032071,3.9497660000000003,4.089283,22
7/1971,4.094309,4.084411,4.1055779999999995,22
6/1971,4.092071,4.084262,4.10257,22
5/1971,4.140401,4.070889,4.296244000000001,21
4/1971,4.298280999999999,4.294987,4.305057,22
3/1971,4.300057,4.29535,4.306508,23
2/1971,4.297125,4.295297,4.306488,20
1/1971,4.3054440000000005,4.296621,4.317199,21
12/1970,4.311196,4.301880000000001,4.315117,23
11/1970,4.31909,4.308706,4.331525,21
10/1970,4.32993,4.32407,4.336657,22
9/1970,4.306123,4.2996739999999996,4.326127,22
8/1970,4.301351,4.297497,4.3047010000000006,21
7/1970,4.30344,4.295043,4.3127,23
6/1970,4.314457,4.3103370000000005,4.31902,22
5/1970,4.3097389999999995,4.29755,4.322684,21
4/1970,4.301679,4.298629,4.307792,22
3/1970,4.309335,4.303886,4.312936,22
2/1970,4.298711,4.295861,4.303126,20
1/1970,4.31456,4.3059769999999995,4.326116000000001,22
12/1969,4.308755000000001,4.301513,4.323197,23
11/1969,4.325226,4.310065,4.338429,20
10/1969,4.30269,4.291738,4.330223999999999,23
9/1969,4.297642,4.29483,4.304489,22
8/1969,4.304652,4.297732,4.310375,21
7/1969,4.310741999999999,4.303624,4.325207,23
6/1969,4.313402,4.2977669999999994,4.331656,21
5/1969,4.327369,4.314138,4.385287,22
4/1969,4.322407,4.305165000000001,4.33059,22
3/1969,4.298755,4.294604,4.322144000000001,21
2/1969,4.320151999999999,4.304022,4.326752,20
1/1969,4.318516000000001,4.302388,4.326176,23
12/1968,4.298179,4.293322,4.303776,22
11/1968,4.300046,4.294955,4.30336,21
10/1968,4.296908999999999,4.295016,4.304432,23
9/1968,4.300463,4.294579,4.306908999999999,21
8/1968,4.305794000000001,4.299201999999999,4.312601,22
7/1968,4.297512,4.294614,4.303030000000001,23
6/1968,4.3035879999999995,4.294175,4.310752,20
5/1968,4.323017,4.295533,4.341317,23
4/1968,4.33767,4.3303970000000005,4.3420510000000005,22
3/1968,4.331397,4.294213,4.345168,21
2/1968,4.348364,4.345164,4.350359,21
1/1968,4.342996,4.325581,4.349598,23
12/1967,4.317668,4.314433,4.325866,21
11/1967,4.319598,4.315065,4.330304,22
10/1967,4.3410269999999995,4.331999,4.344437999999999,22
9/1967,4.341977,4.338394999999999,4.344966,21
8/1967,4.335972,4.329312,4.342017,23
7/1967,4.322966,4.31784,4.327502,21
6/1967,4.31617,4.314722,4.318833000000001,22
5/1967,4.315375,4.314653,4.317214,23
4/1967,4.323944,4.3147199999999994,4.333642,20
3/1967,4.3326910000000005,4.329864,4.336025,23
2/1967,4.335767,4.332751,4.3376269999999995,20
1/1967,4.330414,4.327985,4.337407,22
12/1966,4.323107,4.319474,4.328798,22
11/1966,4.3209290000000005,4.314841,4.335077,22
10/1966,4.335068,4.326118,4.339734,21
9/1966,4.328012,4.323252,4.332826,22
8/1966,4.32642,4.319823,4.330494,23
7/1966,4.316848,4.314846,4.319515,21
6/1966,4.315678,4.314289,4.3185199999999995,22
5/1966,4.316001,4.314812,4.319342,22
4/1966,4.329182,4.3177010000000005,4.342218,21
3/1966,4.339768,4.3354040000000005,4.343571,23
2/1966,4.333387,4.326581,4.339441000000001,20
1/1966,4.327822,4.32003,4.33481,21
12/1965,4.316838,4.3151019999999995,4.31905,23
11/1965,4.319285,4.316948,4.320817,22
10/1965,4.3194230000000005,4.31643,4.3221870000000004,21
9/1965,4.31694,4.315189,4.31888,22
8/1965,4.317387,4.314613,4.324097,22
7/1965,4.323937,4.314396,4.335788,22
6/1965,4.333687,4.328166,4.33772,22
5/1965,4.346346,4.340358999999999,4.349229,21
4/1965,4.343718,4.336697,4.350038,22
3/1965,4.343141999999999,4.332262,4.349199,23
2/1965,4.328301000000001,4.323643,4.334223000000001,20
1/1965,4.319168,4.314619,4.324712,21
12/1964,4.314946,4.314355,4.315367,23
11/1964,4.3152,4.314545,4.315967,21
10/1964,4.316828,4.314681,4.320057,22
9/1964,4.319564,4.316395,4.321974,22
8/1964,4.320507,4.3188830000000005,4.323980000000001,21
7/1964,4.321109,4.316802,4.3257330000000005,23
6/1964,4.315122,4.3145489999999995,4.318071,22
5/1964,4.315242,4.314373000000001,4.316195,21
4/1964,4.320743,4.314749,4.328922,22
3/1964,4.326496,4.323395,4.329937,22
2/1964,4.324619,4.317253,4.331153,20
1/1964,4.3158389999999995,4.314808,4.317419,23
12/1963,4.315652,4.314908999999999,4.3174529999999995,22
11/1963,4.316257,4.315452,4.317372,21
10/1963,4.3152800000000004,4.314458999999999,4.3172,23
9/1963,4.315315,4.3147400000000005,4.316058,21
8/1963,4.316793,4.315447,4.319012,22
7/1963,4.323377,4.318852,4.329274,23
6/1963,4.323848,4.319072,4.329128,20
5/1963,4.3231459999999995,4.317376,4.329842,23
4/1963,4.328734,4.327519000000001,4.332068,22
3/1963,4.328088,4.323226999999999,4.331492,21
2/1963,4.324389,4.322494,4.326358,20
1/1963,4.324930999999999,4.319417,4.329337000000001,23
12/1962,4.315491000000001,4.313683,4.3221620000000005,21
11/1962,4.315459,4.313852,4.317173,22
10/1962,4.321285,4.313219,4.327744999999999,23
9/1962,4.323086,4.319935,4.326341,20
8/1962,4.321691,4.319957,4.324228,23
7/1962,4.316766,4.314246,4.323321,22
6/1962,4.315112,4.313472,4.316432,21
5/1962,4.328603,4.314959,4.3459699999999994,23
4/1962,4.345234,4.3395019999999995,4.348763,21
3/1962,4.339496,4.334092,4.347116000000001,22
2/1962,4.32651,4.317524,4.335626,20
1/1962,4.3177449999999995,4.314011,4.320558,23
12/1961,4.315348,4.314011,4.317532,21
11/1961,4.322457,4.319391,4.324726999999999,22
10/1961,4.322387,4.317789,4.326658999999999,22
9/1961,4.315873000000001,4.314437,4.324102,21
8/1961,4.316596,4.313492,4.321336,23
7/1961,4.315436,4.314506,4.318534,21
6/1961,4.320425,4.314249,4.3293349999999995,22
5/1961,4.328453,4.325561,4.3307519999999995,23
4/1961,4.324058,4.316625,4.328608999999999,20
3/1961,4.320235,4.297254,4.333472,23
2/1961,4.319961,4.310847,4.335326,20
1/1961,4.306315000000001,4.304954,4.3116,22
12/1960,4.305185,4.304437999999999,4.30666,22
11/1960,4.307408000000001,4.304882,4.309107,22
10/1960,4.308487,4.305104,4.312287,21
9/1960,4.30673,4.3047379999999995,4.310969,22
8/1960,4.310422,4.3049610000000005,4.320796,23
7/1960,4.313301,4.304619000000001,4.318335,21
6/1960,4.314456,4.313198000000001,4.317216999999999,22
5/1960,4.3237440000000005,4.3125290000000005,4.336973,22
4/1960,4.338069,4.336072,4.340133,21
3/1960,4.336099,4.334269,4.337962,23
2/1960,4.336906,4.331862,4.339646,21
1/1960,4.326013,4.321314,4.331533,21
12/1959,4.323028,4.3123059999999995,4.3429459999999995,23
11/1959,4.340076,4.334372,4.348361,21
10/1959,4.338166,4.328227,4.347364,22
9/1959,4.324485,4.319418,4.330883,22
8/1959,4.313903,4.309325,4.318043,21
7/1959,4.309006,4.307883,4.310531,23
6/1959,4.310986,4.3074699999999995,4.318764,22
5/1959,4.322262,4.317464,4.326387,21
4/1959,4.322202,4.317975,4.3266279999999995,22
3/1959,4.322282,4.31809,4.327406,22
2/1959,4.312711,4.31005,4.319554,20
1/1959,4.311667,4.30847,4.320707,22
12/1958,4.288595,4.284529,4.308922,23
11/1958,4.291405999999999,4.284778,4.296437,20
10/1958,4.291303,4.286372,4.300308,23
9/1958,4.285118,4.284472,4.285495,22
8/1958,4.285233,4.284911,4.285729,21
7/1958,4.285209,4.284692,4.286153,23
6/1958,4.285113,4.284545,4.285787,21
5/1958,4.285124,4.284546,4.2855099999999995,22
4/1958,4.28512,4.284692,4.285496,22
3/1958,4.284919,4.284505,4.285423000000001,21
2/1958,4.285026,4.284680000000001,4.285132,20
1/1958,4.285468,4.2850150000000005,4.286137,23
12/1957,4.285157,4.284826,4.286137,22
11/1957,4.285247,4.284971,4.285525,21
10/1957,4.285297,4.284651,4.285743,23
9/1957,4.28527,4.284651,4.285743,21
8/1957,4.285373,4.284884,4.285889,22
7/1957,4.286013,4.285423000000001,4.286735,23
6/1957,4.285118,4.284447,4.2856559999999995,20
5/1957,4.285334,4.284986,4.286239,23
4/1957,4.286367,4.285101999999999,4.287287999999999,22
3/1957,4.288287,4.284899,4.293480000000001,21
2/1957,4.289897,4.286735,4.292633,20
1/1957,4.286179,4.285117,4.287056,23
12/1956,4.284935,4.284212999999999,4.285495,21
11/1956,4.28493,4.284109,4.285846,22
10/1956,4.28592,4.284999,4.287175,23
9/1956,4.284816,4.284313,4.285145,20
8/1956,4.285456,4.284838,4.285933,23
7/1956,4.285352,4.284619,4.286372,22
6/1956,4.285719,4.284607,4.287404,21
5/1956,4.286014,4.285133,4.288333000000001,23
4/1956,4.285122,4.28448,4.285714,21
3/1956,4.285073000000001,4.284553,4.285424,22
2/1956,4.284855,4.284466,4.285003,21
1/1956,4.285208,4.284611,4.285482,22
12/1955,4.28498,4.284712,4.285351,22
11/1955,4.285036,4.284393,4.2857,22
10/1955,4.2857449999999995,4.285162000000001,4.286136,21
9/1955,4.285356,4.2840739999999995,4.285830000000001,22
8/1955,4.285983,4.285075,4.2870800000000004,23
7/1955,4.285768,4.285046,4.286208,21
6/1955,4.285243,4.2847550000000005,4.285932,22
5/1955,4.285486,4.284915,4.285947,22
4/1955,4.285935,4.285016000000001,4.2878680000000005,21
3/1955,4.286194999999999,4.284477,4.287216,23
2/1955,4.288044999999999,4.286881,4.290237,20
1/1955,4.286763,4.285948,4.287348000000001,21
12/1954,4.285437,4.28484,4.286822,23
11/1954,4.286633999999999,4.285408,4.287771,22
10/1954,4.288282,4.287115,4.290049,21
9/1954,4.287316000000001,4.286327,4.288444,22
8/1954,4.288032,4.286531,4.289363,22
7/1954,4.288533,4.2861519999999995,4.290342,22
6/1954,4.285661,4.28484,4.286589,22
5/1954,4.286391,4.285714,4.287464,21
4/1954,4.289465,4.287026999999999,4.290749,22
3/1954,4.290425,4.2896540000000005,4.2914069999999995,23
2/1954,4.289073999999999,4.287464,4.290749,20
1/1954,4.291365,4.290311,4.294039,21
12/1953,4.2954870000000005,4.288778,4.303719999999999,23
11/1953,4.300283,4.2927230000000005,4.306808999999999,21
10/1953,4.290471,4.287902,4.294039,22
9/1953,4.286878,4.2861519999999995,4.288778,22
8/1953,4.285701,4.282655,4.287026999999999,16
