Month,Average USD/JPY=,Min USD/JPY=,Max USD/JPY=,Nb of working days
11/1971,328.751364,327.06,330.87,22
10/1971,331.134762,329.0,333.39,21
9/1971,338.362326,335.35,347.653061,22
8/1971,351.698443,325.502392,358.179916,22
7/1971,357.503614,357.151671,357.755946,22
6/1971,357.425501,357.051153,357.66087799999997,22
5/1971,357.05571499999996,354.627767,357.996934,21
4/1971,357.279053,357.116233,357.52090499999997,22
3/1971,357.28324,357.137236,357.45937999999995,23
2/1971,357.312873,356.904177,357.725258,20
1/1971,357.961206,357.538159,358.404727,21
12/1970,357.665591,357.201767,357.967599,23
11/1970,357.561898,357.312992,357.81172999999995,21
10/1970,357.65166600000003,357.442204,357.86312200000003,22
9/1970,357.882079,357.577548,358.253577,22
8/1970,358.097067,357.469227,358.774704,21
7/1970,359.326465,358.784585,359.801882,23
6/1970,358.80255800000003,358.06991600000003,359.40594100000004,22
5/1970,358.890533,358.19615600000003,359.70297,21
4/1970,358.029968,357.616479,358.590439,22
3/1970,357.581236,357.31256099999996,357.91992200000004,22
2/1970,357.613592,357.393411,357.85541,20
1/1970,357.743517,357.371484,358.677043,22
12/1969,357.645345,357.365617,357.904947,23
11/1969,360.0,360.0,360.0,20
10/1969,360.0,360.0,360.0,23
9/1969,360.0,360.0,360.0,22
8/1969,360.0,360.0,360.0,21
7/1969,360.0,360.0,360.0,23
6/1969,360.0,360.0,360.0,21
5/1969,360.0,360.0,360.0,22
4/1969,360.0,360.0,360.0,22
3/1969,360.0,360.0,360.0,21
2/1969,360.0,360.0,360.0,20
1/1969,360.0,360.0,360.0,23
12/1968,360.0,360.0,360.0,22
11/1968,360.0,360.0,360.0,21
10/1968,360.0,360.0,360.0,23
9/1968,360.0,360.0,360.0,21
8/1968,360.0,360.0,360.0,22
7/1968,360.0,360.0,360.0,23
6/1968,360.0,360.0,360.0,20
5/1968,360.0,360.0,360.0,23
4/1968,360.0,360.0,360.0,22
3/1968,360.0,360.0,360.0,21
2/1968,360.0,360.0,360.0,21
1/1968,360.0,360.0,360.0,23
12/1967,360.0,360.0,360.0,21
11/1967,360.0,360.0,360.0,22
10/1967,360.0,360.0,360.0,22
9/1967,360.0,360.0,360.0,21
8/1967,360.0,360.0,360.0,23
7/1967,360.0,360.0,360.0,21
6/1967,360.0,360.0,360.0,22
5/1967,360.0,360.0,360.0,23
4/1967,360.0,360.0,360.0,20
3/1967,360.0,360.0,360.0,23
2/1967,360.0,360.0,360.0,20
1/1967,360.0,360.0,360.0,22
12/1966,360.0,360.0,360.0,22
11/1966,360.0,360.0,360.0,22
10/1966,360.0,360.0,360.0,21
9/1966,360.0,360.0,360.0,22
8/1966,360.0,360.0,360.0,23
7/1966,360.0,360.0,360.0,21
6/1966,360.0,360.0,360.0,22
5/1966,360.0,360.0,360.0,22
4/1966,360.0,360.0,360.0,21
3/1966,360.0,360.0,360.0,23
2/1966,360.0,360.0,360.0,20
1/1966,360.0,360.0,360.0,21
12/1965,360.0,360.0,360.0,23
11/1965,360.0,360.0,360.0,22
10/1965,360.0,360.0,360.0,21
9/1965,360.0,360.0,360.0,22
8/1965,360.0,360.0,360.0,22
7/1965,360.0,360.0,360.0,22
6/1965,360.0,360.0,360.0,22
5/1965,360.0,360.0,360.0,21
4/1965,360.0,360.0,360.0,22
3/1965,360.0,360.0,360.0,23
2/1965,360.0,360.0,360.0,20
1/1965,360.0,360.0,360.0,21
12/1964,360.0,360.0,360.0,23
11/1964,360.0,360.0,360.0,21
10/1964,360.0,360.0,360.0,22
9/1964,360.0,360.0,360.0,22
8/1964,360.0,360.0,360.0,21
7/1964,360.0,360.0,360.0,23
6/1964,360.0,360.0,360.0,22
5/1964,360.0,360.0,360.0,21
4/1964,360.0,360.0,360.0,22
3/1964,360.0,360.0,360.0,22
2/1964,360.0,360.0,360.0,20
1/1964,360.0,360.0,360.0,23
12/1963,360.0,360.0,360.0,22
11/1963,360.0,360.0,360.0,21
10/1963,360.0,360.0,360.0,23
9/1963,360.0,360.0,360.0,21
8/1963,360.0,360.0,360.0,22
7/1963,360.0,360.0,360.0,23
6/1963,360.0,360.0,360.0,20
5/1963,360.0,360.0,360.0,23
4/1963,360.0,360.0,360.0,22
3/1963,360.0,360.0,360.0,21
2/1963,360.0,360.0,360.0,20
1/1963,360.0,360.0,360.0,23
12/1962,360.0,360.0,360.0,21
11/1962,360.0,360.0,360.0,22
10/1962,360.0,360.0,360.0,23
9/1962,360.0,360.0,360.0,20
8/1962,360.0,360.0,360.0,23
7/1962,360.0,360.0,360.0,22
6/1962,360.0,360.0,360.0,21
5/1962,360.0,360.0,360.0,23
4/1962,360.0,360.0,360.0,21
3/1962,360.0,360.0,360.0,22
2/1962,360.0,360.0,360.0,20
1/1962,360.0,360.0,360.0,23
12/1961,360.0,360.0,360.0,21
11/1961,360.0,360.0,360.0,22
10/1961,360.0,360.0,360.0,22
9/1961,360.0,360.0,360.0,21
8/1961,360.0,360.0,360.0,23
7/1961,360.0,360.0,360.0,21
6/1961,360.0,360.0,360.0,22
5/1961,360.0,360.0,360.0,23
4/1961,360.0,360.0,360.0,20
3/1961,360.0,360.0,360.0,23
2/1961,360.0,360.0,360.0,20
1/1961,360.0,360.0,360.0,22
12/1960,360.0,360.0,360.0,22
11/1960,360.0,360.0,360.0,22
10/1960,360.0,360.0,360.0,21
9/1960,360.0,360.0,360.0,22
8/1960,360.0,360.0,360.0,23
7/1960,360.0,360.0,360.0,21
6/1960,360.0,360.0,360.0,22
5/1960,360.0,360.0,360.0,22
4/1960,360.0,360.0,360.0,21
3/1960,360.0,360.0,360.0,23
2/1960,360.0,360.0,360.0,21
1/1960,360.0,360.0,360.0,21
